itemset	entry	name	InventoryType
686	33740	Vengeful Gladiator's Ringmail Helm	1
686	35079	Brutal Gladiator's Ringmail Helm	1
686	42666	Vengeful Gladiator's Ringmail Helm	1
686	31407	Gladiator's Ringmail Spaulders	3
686	32033	Merciless Gladiator's Ringmail Spaulders	3
686	33742	Vengeful Gladiator's Ringmail Spaulders	3
686	35081	Brutal Gladiator's Ringmail Spaulders	3
686	42668	Vengeful Gladiator's Ringmail Spaulders	3
686	31396	Gladiator's Ringmail Armor	5
686	32029	Merciless Gladiator's Ringmail Armor	5
686	42664	Vengeful Gladiator's Ringmail Armor	5
686	31406	Gladiator's Ringmail Leggings	7
686	32032	Merciless Gladiator's Ringmail Leggings	7
686	33741	Vengeful Gladiator's Ringmail Leggings	7
686	35080	Brutal Gladiator's Ringmail Leggings	7
686	42667	Vengeful Gladiator's Ringmail Leggings	7
686	31397	Gladiator's Ringmail Gauntlets	10
686	32030	Merciless Gladiator's Ringmail Gauntlets	10
686	33739	Vengeful Gladiator's Ringmail Gauntlets	10
686	35078	Brutal Gladiator's Ringmail Gauntlets	10
686	42665	Vengeful Gladiator's Ringmail Gauntlets	10
686	33738	Vengeful Gladiator's Ringmail Armor	20
686	35077	Brutal Gladiator's Ringmail Armor	20
687	31410	Gladiator's Mooncloth Hood	1
687	32016	Merciless Gladiator's Mooncloth Hood	1
687	33718	Vengeful Gladiator's Mooncloth Hood	1
687	35054	Brutal Gladiator's Mooncloth Hood	1
687	42704	Gladiator's Mooncloth Hood	1
687	31412	Gladiator's Mooncloth Mantle	3
687	32018	Merciless Gladiator's Mooncloth Mantle	3
687	33720	Vengeful Gladiator's Mooncloth Mantle	3
687	35056	Brutal Gladiator's Mooncloth Mantle	3
687	42706	Gladiator's Mooncloth Mantle	3
687	31411	Gladiator's Mooncloth Leggings	7
687	32017	Merciless Gladiator's Mooncloth Leggings	7
687	33719	Vengeful Gladiator's Mooncloth Leggings	7
687	35055	Brutal Gladiator's Mooncloth Leggings	7
687	42705	Gladiator's Mooncloth Leggings	7
687	31409	Gladiator's Mooncloth Gloves	10
687	32015	Merciless Gladiator's Mooncloth Gloves	10
687	33717	Vengeful Gladiator's Mooncloth Gloves	10
687	35053	Brutal Gladiator's Mooncloth Gloves	10
687	42703	Gladiator's Mooncloth Gloves	10
687	31413	Gladiator's Mooncloth Robe	20
687	32019	Merciless Gladiator's Mooncloth Robe	20
687	33721	Vengeful Gladiator's Mooncloth Robe	20
687	35057	Brutal Gladiator's Mooncloth Robe	20
687	42707	Gladiator's Mooncloth Robe	20
688	31590	Grand Marshal's Kodohide Helm	1
688	31592	Grand Marshal's Kodohide Spaulders	3
688	31593	Grand Marshal's Kodohide Tunic	5
688	31591	Grand Marshal's Kodohide Legguards	7
688	31589	Grand Marshal's Kodohide Gloves	10
689	31585	High Warlord's Kodohide Helm	1
689	31587	High Warlord's Kodohide Spaulders	3
689	31588	High Warlord's Kodohide Tunic	5
689	31586	High Warlord's Kodohide Legguards	7
689	31584	High Warlord's Kodohide Gloves	10
690	31616	Gladiator's Ornamented Headcover	1
690	32022	Merciless Gladiator's Ornamented Headcover	1
690	33724	Vengeful Gladiator's Ornamented Headcover	1
690	35061	Brutal Gladiator's Ornamented Headcover	1
690	42637	Gladiator's Ornamented Headcover	1
690	31619	Gladiator's Ornamented Spaulders	3
690	32024	Merciless Gladiator's Ornamented Spaulders	3
690	33726	Vengeful Gladiator's Ornamented Spaulders	3
690	35063	Brutal Gladiator's Ornamented Spaulders	3
690	42639	Gladiator's Ornamented Spaulders	3
690	31613	Gladiator's Ornamented Chestguard	5
690	32020	Merciless Gladiator's Ornamented Chestguard	5
690	33722	Vengeful Gladiator's Ornamented Chestguard	5
690	35059	Brutal Gladiator's Ornamented Chestguard	5
690	42635	Gladiator's Ornamented Chestguard	5
690	31618	Gladiator's Ornamented Legplates	7
690	32023	Merciless Gladiator's Ornamented Legplates	7
690	33725	Vengeful Gladiator's Ornamented Legplates	7
690	35062	Brutal Gladiator's Ornamented Legplates	7
690	42638	Gladiator's Ornamented Legplates	7
690	31614	Gladiator's Ornamented Gloves	10
690	32021	Merciless Gladiator's Ornamented Gloves	10
690	33723	Vengeful Gladiator's Ornamented Gloves	10
690	35060	Brutal Gladiator's Ornamented Gloves	10
690	42636	Gladiator's Ornamented Gloves	10
691	31622	Grand Marshal's Mooncloth Cowl	1
691	31624	Grand Marshal's Mooncloth Shoulderpads	3
691	31623	Grand Marshal's Mooncloth Legguards	7
691	31620	Grand Marshal's Mooncloth Mitts	10
691	31625	Grand Marshal's Mooncloth Vestments	20
692	31626	High Warlord's Mooncloth Cowl	1
692	31628	High Warlord's Mooncloth Shoulderpads	3
692	31627	High Warlord's Mooncloth Legguards	7
692	31621	High Warlord's Mooncloth Mitts	10
692	31629	High Warlord's Mooncloth Vestments	20
693	31632	Grand Marshal's Ornamented Headguard	1
693	31634	Grand Marshal's Ornamented Spaulders	3
693	31630	Grand Marshal's Ornamented Chestplate	5
693	31633	Grand Marshal's Ornamented Leggings	7
693	31631	Grand Marshal's Ornamented Gloves	10
694	31637	High Warlord's Ornamented Headguard	1
694	31639	High Warlord's Ornamented Spaulders	3
694	31635	High Warlord's Ornamented Chestplate	5
694	31638	High Warlord's Ornamented Leggings	7
694	31636	High Warlord's Ornamented Gloves	10
695	31642	Grand Marshal's Ringmail Headpiece	1
695	31644	Grand Marshal's Ringmail Shoulders	3
695	31640	Grand Marshal's Ringmail Chestguard	5
695	31643	Grand Marshal's Ringmail Legguards	7
695	31641	Grand Marshal's Ringmail Gloves	10
696	31648	High Warlord's Ringmail Headpiece	1
696	31650	High Warlord's Ringmail Shoulderpads	3
696	31646	High Warlord's Ringmail Chestguard	5
696	31649	High Warlord's Ringmail Legguards	7
696	31647	High Warlord's Ringmail Gloves	10
697	29604	Champion's Lamellar Headguard	1
697	29605	Champion's Lamellar Shoulders	3
697	29602	Legionnaire's Lamellar Breastplate	5
697	29603	Legionnaire's Lamellar Leggings	7
697	29601	Blood Guard's Lamellar Sabatons	8
697	29600	Blood Guard's Lamellar Gauntlets	10
698	29616	Warlord's Lamellar Faceguard	1
698	29617	Warlord's Lamellar Pauldrons	3
698	29615	Warlord's Lamellar Chestplate	5
698	29614	General's Lamellar Legplates	7
698	29612	General's Lamellar Boots	8
698	29613	General's Lamellar Gloves	10
699	32837	Warglaive of Azzinoth	21
699	32838	Warglaive of Azzinoth	22
717	29610	Field Marshal's Mail Helm	1
717	29611	Field Marshal's Mail Spaulders	3
717	29609	Field Marshal's Mail Armor	5
717	29608	Marshal's Mail Leggings	7
717	29606	Marshal's Mail Boots	8
717	29607	Marshal's Mail Gauntlets	10
718	29598	Lieutenant Commander's Mail Headguard	1
718	29599	Lieutenant Commander's Mail Pauldrons	3
718	29596	Knight-Captain's Mail Hauberk	5
718	29597	Knight-Captain's Mail Legguards	7
718	29594	Knight-Lieutenant's Mail Greaves	8
718	29595	Knight-Lieutenant's Mail Vices	10
719	32946	Claw of Molten Fury	21
719	32945	Fist of Molten Fury	22
737	28189	Latro's Shifting Sword	13
737	34703	Latro's Dancing Blade	13
738	35329	Dreadweave Hood	1
738	35331	Dreadweave Mantle	3
738	35330	Dreadweave Leggings	7
738	35328	Dreadweave Gloves	10
738	35332	Dreadweave Robe	20
738	35464	Dreadweave Robe	20
739	35333	Mooncloth Cowl	1
739	35336	Mooncloth Shoulderpads	3
739	35334	Mooncloth Legguards	7
739	35335	Mooncloth Mitts	10
739	35337	Mooncloth Vestments	20
739	35467	Mooncloth Vestments	20
740	35339	Satin Hood	1
740	35466	Satin Hood	1
740	35341	Satin Mantle	3
740	35340	Satin Leggings	7
740	35338	Satin Gloves	10
740	35342	Satin Robe	20
741	35344	Evoker's Silk Cowl	1
741	35343	Evoker's Silk Amice	3
741	35465	Evoker's Silk Amice	3
741	35347	Evoker's Silk Trousers	7
741	35345	Evoker's Silk Handguards	10
741	35346	Evoker's Silk Raiment	20
742	35357	Dragonhide Helm	1
742	35359	Dragonhide Spaulders	3
742	35358	Dragonhide Legguards	7
742	35356	Dragonhide Gloves	10
742	35360	Dragonhide Robe	20
742	35469	Dragonhide Robe	20
743	35372	Wyrmhide Helm	1
743	35374	Wyrmhide Spaulders	3
743	35373	Wyrmhide Legguards	7
743	35371	Wyrmhide Gloves	10
743	35471	Wyrmhide Gloves	10
743	35375	Wyrmhide Robe	20
744	35362	Kodohide Helm	1
744	35364	Kodohide Spaulders	3
744	35470	Kodohide Spaulders	3
744	35363	Kodohide Legguards	7
744	35361	Kodohide Gloves	10
744	35365	Kodohide Robe	20
745	35367	Opportunist's Leather Helm	1
745	35369	Opportunist's Leather Spaulders	3
745	35370	Opportunist's Leather Tunic	5
745	35368	Opportunist's Leather Legguards	7
745	35366	Opportunist's Leather Gloves	10
745	35468	Opportunist's Leather Gloves	10
746	35388	Seer's Mail Helm	1
746	35390	Seer's Mail Spaulders	3
746	35389	Seer's Mail Leggings	7
746	35387	Seer's Mail Gauntlets	10
746	35386	Seer's Mail Armor	20
746	35472	Seer's Mail Armor	20
747	35393	Seer's Ringmail Headpiece	1
747	35395	Seer's Ringmail Shoulderpads	3
747	35394	Seer's Ringmail Legguards	7
747	35392	Seer's Ringmail Gloves	10
747	35473	Seer's Ringmail Gloves	10
747	35391	Seer's Ringmail Chestguard	20
748	35383	Seer's Linked Helm	1
748	35474	Seer's Linked Helm	1
748	35385	Seer's Linked Spaulders	3
748	35384	Seer's Linked Leggings	7
748	35382	Seer's Linked Gauntlets	10
748	35381	Seer's Linked Armor	20
749	35378	Stalker's Chain Helm	1
749	35380	Stalker's Chain Spaulders	3
749	35379	Stalker's Chain Leggings	7
749	35377	Stalker's Chain Gauntlets	10
749	35475	Stalker's Chain Gauntlets	10
749	35376	Stalker's Chain Armor	20
750	35409	Savage Plate Helm	1
750	35478	Savage Plate Helm	1
750	35411	Savage Plate Shoulders	3
750	35407	Savage Plate Chestpiece	5
750	35410	Savage Plate Legguards	7
750	35408	Savage Plate Gauntlets	10
751	35404	Crusader's Ornamented Headguard	1
751	35406	Crusader's Ornamented Spaulders	3
751	35476	Crusader's Ornamented Spaulders	3
751	35402	Crusader's Ornamented Chestplate	5
751	35405	Crusader's Ornamented Leggings	7
751	35403	Crusader's Ornamented Gloves	10
752	35414	Crusader's Scaled Helm	1
752	35416	Crusader's Scaled Shoulders	3
752	35412	Crusader's Scaled Chestpiece	5
752	35415	Crusader's Scaled Legguards	7
752	35413	Crusader's Scaled Gauntlets	10
752	35477	Crusader's Scaled Gauntlets	10
754	38437	Arctic Helm	1
754	38402	Arctic Shoulderpads	3
754	38400	Arctic Chestpiece	5
754	38592	Dark Arctic Chestpiece	5
754	38405	Arctic Belt	6
754	38401	Arctic Leggings	7
754	38591	Dark Arctic Leggings	7
754	38404	Arctic Boots	8
754	38433	Arctic Wristguards	9
754	38403	Arctic Gloves	10
755	38439	Nerubian Helm	1
755	38417	Nerubian Shoulders	3
755	38420	Nerubian Chestguard	5
755	44444	Dark Nerubian Chestpiece	5
755	38418	Nerubian Belt	6
755	38422	Nerubian Legguards	7
755	44443	Dark Nerubian Leggings	7
755	38419	Nerubian Boots	8
755	38435	Nerubian Bracers	9
755	38421	Nerubian Gloves	10
756	38440	Frostscale Helm	1
756	38424	Frostscale Shoulders	3
756	38414	Frostscale Chestguard	5
756	44437	Dark Frostscale Breastplate	5
756	38412	Frostscale Belt	6
756	38416	Frostscale Leggings	7
756	44436	Dark Frostscale Leggings	7
756	38413	Frostscale Boots	8
756	38436	Frostscale Bracers	9
756	38415	Frostscale Gloves	10
757	38438	Iceborne Helm	1
757	38411	Iceborne Shoulderpads	3
757	38408	Iceborne Chestguard	5
757	44441	Dark Iceborne Chestguard	5
757	38406	Iceborne Belt	6
757	38410	Iceborne Leggings	7
757	44440	Dark Iceborne Leggings	7
757	38407	Iceborne Boots	8
757	38434	Iceborne Wristguards	9
757	38409	Iceborne Gloves	10
759	37758	Raine's Choker of Combustion	2
759	37821	Raine's Signet of Blasting	11
760	40442	Brutal Gladiator's Dreadplate Helm	1
760	40444	Brutal Gladiator's Dreadplate Shoulders	3
760	40440	Brutal Gladiator's Dreadplate Chestpiece	5
760	40443	Brutal Gladiator's Dreadplate Legguards	7
760	40441	Brutal Gladiator's Dreadplate Gauntlets	10
761	21524	Red Winter Hat	1
761	21525	Green Winter Hat	1
761	34086	Winter Boots	8
761	34085	Red Winter Clothes	20
761	34087	Green Winter Clothes	20
762	33864	Brown Brewfest Hat	1
762	33967	Green Brewfest Hat	1
762	33968	Blue Brewfest Hat	1
762	33969	Purple Brewfest Hat	1
762	33868	Brewfest Boots	8
762	33966	Brewfest Slippers	8
762	33862	Brewfest Regalia	20
762	33863	Brewfest Dress	20
763	41521	Frostwoven Cowl	1
763	41513	Frostwoven Shoulders	3
763	41523	Mystic Frostwoven Shoulders	3
763	41522	Frostwoven Belt	6
763	41519	Frostwoven Leggings	7
763	41520	Frostwoven Boots	8
763	41512	Frostwoven Wristwraps	9
763	41528	Mystic Frostwoven Wristwraps	9
763	44211	Frostwoven Gloves	10
763	41515	Frostwoven Robe	20
763	41525	Mystic Frostwoven Robe	20
764	41546	Duskweave Cowl	1
764	41550	Duskweave Shoulders	3
764	41543	Duskweave Belt	6
764	41548	Duskweave Leggings	7
764	41553	Black Duskweave Leggings	7
764	41544	Duskweave Boots	8
764	41551	Duskweave Wristwraps	9
764	41555	Black Duskweave Wristwraps	9
764	41545	Duskweave Gloves	10
764	41549	Duskweave Robe	20
764	41554	Black Duskweave Robe	20
765	40816	Savage Gladiator's Plate Helm	1
765	40819	Hateful Gladiator's Plate Helm	1
765	40823	Deadly Gladiator's Plate Helm	1
765	40826	Furious Gladiator's Plate Helm	1
765	40829	Relentless Gladiator's Plate Helm	1
765	51543	Wrathful Gladiator's Plate Helm	1
765	40856	Savage Gladiator's Plate Shoulders	3
765	40859	Hateful Gladiator's Plate Shoulders	3
765	40862	Deadly Gladiator's Plate Shoulders	3
765	40866	Furious Gladiator's Plate Shoulders	3
765	40870	Relentless Gladiator's Plate Shoulders	3
765	51545	Wrathful Gladiator's Plate Shoulders	3
765	40778	Savage Gladiator's Plate Chestpiece	5
765	40783	Hateful Gladiator's Plate Chestpiece	5
765	40786	Deadly Gladiator's Plate Chestpiece	5
765	40789	Furious Gladiator's Plate Chestpiece	5
765	40790	Relentless Gladiator's Plate Chestpiece	5
765	51541	Wrathful Gladiator's Plate Chestpiece	5
765	40836	Savage Gladiator's Plate Legguards	7
765	40840	Hateful Gladiator's Plate Legguards	7
765	40844	Deadly Gladiator's Plate Legguards	7
765	40847	Furious Gladiator's Plate Legguards	7
765	40850	Relentless Gladiator's Plate Legguards	7
765	51544	Wrathful Gladiator's Plate Legguards	7
765	40797	Savage Gladiator's Plate Gauntlets	10
765	40801	Hateful Gladiator's Plate Gauntlets	10
765	40804	Deadly Gladiator's Plate Gauntlets	10
765	40807	Furious Gladiator's Plate Gauntlets	10
765	40810	Relentless Gladiator's Plate Gauntlets	10
765	51542	Wrathful Gladiator's Plate Gauntlets	10
766	40818	Savage Gladiator's Scaled Helm	1
766	40821	Hateful Gladiator's Scaled Helm	1
766	40825	Deadly Gladiator's Scaled Helm	1
766	40828	Furious Gladiator's Scaled Helm	1
766	40831	Relentless Gladiator's Scaled Helm	1
766	51476	Wrathful Gladiator's Scaled Helm	1
766	40858	Savage Gladiator's Scaled Shoulders	3
766	40861	Hateful Gladiator's Scaled Shoulders	3
766	40864	Deadly Gladiator's Scaled Shoulders	3
766	40869	Furious Gladiator's Scaled Shoulders	3
766	40872	Relentless Gladiator's Scaled Shoulders	3
766	51479	Wrathful Gladiator's Scaled Shoulders	3
766	40780	Savage Gladiator's Scaled Chestpiece	5
766	40782	Hateful Gladiator's Scaled Chestpiece	5
766	40785	Deadly Gladiator's Scaled Chestpiece	5
766	40788	Furious Gladiator's Scaled Chestpiece	5
766	40792	Relentless Gladiator's Scaled Chestpiece	5
766	51474	Wrathful Gladiator's Scaled Chestpiece	5
766	40838	Savage Gladiator's Scaled Legguards	7
766	40842	Hateful Gladiator's Scaled Legguards	7
766	40846	Deadly Gladiator's Scaled Legguards	7
766	40849	Furious Gladiator's Scaled Legguards	7
766	40852	Relentless Gladiator's Scaled Legguards	7
766	51477	Wrathful Gladiator's Scaled Legguards	7
766	40798	Savage Gladiator's Scaled Gauntlets	10
766	40802	Hateful Gladiator's Scaled Gauntlets	10
766	40805	Deadly Gladiator's Scaled Gauntlets	10
766	40808	Furious Gladiator's Scaled Gauntlets	10
766	40812	Relentless Gladiator's Scaled Gauntlets	10
766	51475	Wrathful Gladiator's Scaled Gauntlets	10
767	40930	Savage Gladiator's Ornamented Headcover	1
767	40931	Hateful Gladiator's Ornamented Headcover	1
767	40932	Deadly Gladiator's Ornamented Headcover	1
767	40933	Furious Gladiator's Ornamented Headcover	1
767	40934	Relentless Gladiator's Ornamented Headcover	1
767	51470	Wrathful Gladiator's Ornamented Headcover	1
767	40960	Savage Gladiator's Ornamented Spaulders	3
767	40961	Hateful Gladiator's Ornamented Spaulders	3
767	40962	Deadly Gladiator's Ornamented Spaulders	3
767	40963	Furious Gladiator's Ornamented Spaulders	3
767	40964	Relentless Gladiator's Ornamented Spaulders	3
767	51473	Wrathful Gladiator's Ornamented Spaulders	3
767	40898	Savage Gladiator's Ornamented Chestguard	5
767	40904	Hateful Gladiator's Ornamented Chestguard	5
767	40905	Deadly Gladiator's Ornamented Chestguard	5
767	40907	Furious Gladiator's Ornamented Chestguard	5
767	40910	Relentless Gladiator's Ornamented Chestguard	5
767	51468	Wrathful Gladiator's Ornamented Chestguard	5
767	40936	Savage Gladiator's Ornamented Legplates	7
767	40937	Hateful Gladiator's Ornamented Legplates	7
767	40938	Deadly Gladiator's Ornamented Legplates	7
767	40939	Furious Gladiator's Ornamented Legplates	7
767	40940	Relentless Gladiator's Ornamented Legplates	7
767	51471	Wrathful Gladiator's Ornamented Legplates	7
767	40918	Savage Gladiator's Ornamented Gloves	10
767	40925	Hateful Gladiator's Ornamented Gloves	10
767	40926	Deadly Gladiator's Ornamented Gloves	10
767	40927	Furious Gladiator's Ornamented Gloves	10
767	40928	Relentless Gladiator's Ornamented Gloves	10
767	51469	Wrathful Gladiator's Ornamented Gloves	10
768	40817	Savage Gladiator's Dreadplate Helm	1
768	40820	Hateful Gladiator's Dreadplate Helm	1
768	40824	Deadly Gladiator's Dreadplate Helm	1
768	40827	Furious Gladiator's Dreadplate Helm	1
768	40830	Relentless Gladiator's Dreadplate Helm	1
768	42656	Hateful Gladiator's Dreadplate Helm	1
768	51415	Wrathful Gladiator's Dreadplate Helm	1
768	40857	Savage Gladiator's Dreadplate Shoulders	3
768	40860	Hateful Gladiator's Dreadplate Shoulders	3
768	40863	Deadly Gladiator's Dreadplate Shoulders	3
768	40868	Furious Gladiator's Dreadplate Shoulders	3
768	40871	Relentless Gladiator's Dreadplate Shoulders	3
768	42658	Hateful Gladiator's Dreadplate Shoulders	3
768	51418	Wrathful Gladiator's Dreadplate Shoulders	3
768	40779	Savage Gladiator's Dreadplate Chestpiece	5
768	40781	Hateful Gladiator's Dreadplate Chestpiece	5
768	40784	Deadly Gladiator's Dreadplate Chestpiece	5
768	40787	Furious Gladiator's Dreadplate Chestpiece	5
768	40791	Relentless Gladiator's Dreadplate Chestpiece	5
768	42654	Hateful Gladiator's Dreadplate Chestpiece	5
768	51413	Wrathful Gladiator's Dreadplate Chestpiece	5
768	40837	Savage Gladiator's Dreadplate Legguards	7
768	40841	Hateful Gladiator's Dreadplate Legguards	7
768	40845	Deadly Gladiator's Dreadplate Legguards	7
768	40848	Furious Gladiator's Dreadplate Legguards	7
768	40851	Relentless Gladiator's Dreadplate Legguards	7
768	42657	Hateful Gladiator's Dreadplate Legguards	7
768	51416	Wrathful Gladiator's Dreadplate Legguards	7
768	40799	Savage Gladiator's Dreadplate Gauntlets	10
768	40803	Hateful Gladiator's Dreadplate Gauntlets	10
768	40806	Deadly Gladiator's Dreadplate Gauntlets	10
768	40809	Furious Gladiator's Dreadplate Gauntlets	10
768	40811	Relentless Gladiator's Dreadplate Gauntlets	10
768	42655	Hateful Gladiator's Dreadplate Gauntlets	10
768	51414	Wrathful Gladiator's Dreadplate Gauntlets	10
769	41016	Savage Gladiator's Mail Helm	1
769	41017	Hateful Gladiator's Mail Helm	1
769	41018	Deadly Gladiator's Mail Helm	1
769	41019	Furious Gladiator's Mail Helm	1
769	41020	Relentless Gladiator's Mail Helm	1
769	51511	Wrathful Gladiator's Mail Helm	1
769	41041	Savage Gladiator's Mail Spaulders	3
769	41042	Hateful Gladiator's Mail Spaulders	3
769	41043	Deadly Gladiator's Mail Spaulders	3
769	41044	Furious Gladiator's Mail Spaulders	3
769	41045	Relentless Gladiator's Mail Spaulders	3
769	51514	Wrathful Gladiator's Mail Spaulders	3
769	40987	Savage Gladiator's Mail Armor	5
769	40989	Hateful Gladiator's Mail Armor	5
769	40991	Deadly Gladiator's Mail Armor	5
769	41030	Savage Gladiator's Mail Leggings	7
769	41031	Hateful Gladiator's Mail Leggings	7
769	41032	Deadly Gladiator's Mail Leggings	7
769	41033	Furious Gladiator's Mail Leggings	7
769	41034	Relentless Gladiator's Mail Leggings	7
769	51512	Wrathful Gladiator's Mail Leggings	7
769	41004	Savage Gladiator's Mail Gauntlets	10
